# Constructed from biom file
#OTU ID	sample1	sample2	sample3	sample4
7ca48d447874987a80ef4142da6beb80	0.0	0.0002037386033718739	0.0	0.0
0a2768899e4976e4475e05cef91e4284	0.022293980267861398	0.0018438343605154588	0.0	0.0018138233390755881
c7a0e0fc9343afc90e85d8fa29fcaa37	0.0025737572089032934	0.0	0.0	0.0027982098748553044
995d8437f6a8da9d922afdcdfa8804e9	0.0	0.0	0.0004150270536153468	0.0
b6b4a94d8ef0164d2e2a48a119a5366d	0.0	0.0	0.0	1.8229380292216965e-05
2a7169b7465789a82b4f47c3d934d259	0.00014298651160573852	0.001303927061579993	0.0	0.0
84b52aa7f161c5b0c71077bf46b93ba7	0.0	0.0	0.0	0.00010026159160719331
1595757c017000381cfdfdf769029685	8.340879843668081e-05	0.0	0.0	0.0006106842397892683
a3b2467b10d051ad8f6456b4d62c13f8	0.0	0.00013243009219171802	0.0	0.0
b439d52cb74629844749ef78cd8ad070	0.0	0.0	6.148548942449582e-05	0.0
5e4c88b515b70c35520979f94ddcb3d9	0.0005719460464229541	0.0013243009219171802	0.0	0.00043750512701320717
8345e35a7590c3ae33b28bc4fd2361ab	0.0	8.149544134874956e-05	0.0	0.00017317911277606117
3ff37adecb4a88e4560da7b5b427184d	0.0006076926743243887	0.0	0.0	0.0
00aa740589ef1b0410ef3a6e22440e3d	0.0	0.0004176641369123415	0.0	0.0
c518724d58d738e416df1e78ea6dee59	0.0025499261236356704	0.0002954209748892171	0.0	0.0011211068879713433
89c46c2c85c3ca335cc983cbc4017444	0.0015728516276631238	0.0006621504609585901	0.0	0.000264326014237146
a00ede9d6cc46b9e71c221441fe18f8a	7.149325580286926e-05	0.0001731778128660928	0.0	0.0003645876058443393
8426768a9fbdcd759d356abc78e3f3fc	0.0	0.0	0.0	0.0006744870708120278
30f92d569a4b03c2e80e350a51a854d1	0.0	0.0005195334385982784	0.0	4.5573450730542413e-05
18a37fb9f7af2a4d19d47070556943be	0.0	0.0	0.0001383423512051156	0.0
5e44d480558ebf29bbe2ebe619021e5e	0.0	0.0	0.0	0.0007838633525653296
3e888511e05c796b66d9e9683ad004f4	0.00014298651160573852	0.0	0.0	0.0
021371bcba21118a1be3fd19eeaea20a	0.00517134550307421	0.010380481841796975	0.0003996556812592228	0.0034635822555212237
e118647856966e36bb0cec8fc804809c	0.0004527906200848387	0.0	0.0	0.0
fc38b571a34a94a489e7a7a0c2ad27f9	0.0	7.130851118015586e-05	0.0	0.0
15d56c1957f615a428b92ab2d5f3e1ee	0.00033363519374672324	0.0	0.002090506640432858	0.0
