# Constructed from biom file
#OTU ID	sample1	sample2	sample3	sample4
Bacteria;Bacillota	0.23732186263762453	0.2840014261702236	0.5422559026069848	0.20643861711921102
Bacteria;Actinomycetota	0.42884037939087744	0.20573524168491825	0.10377213477619282	0.16007218834595718
Bacteria;Bacteroidota	0.1561651017587341	0.2672031783222126	0.011636128873585833	0.24060047578682564
Bacteria;Patescibacteria	0.0054692340689194985	0.001232618550399837	0.0019060501721593704	0.004320363129255421
Bacteria;Bdellovibrionota	0.001906486821409847	9.168237151734325e-05	0.000691711756025578	0.0038463992416577796
Bacteria;Pseudomonadota	0.1517325198989562	0.23056079050578107	0.3206314559763896	0.2472450849033387
Eukaryota;	0.0	0.0	0.0008300541072306936	9.114690146108483e-05
Bacteria;Cyanobacteriota	0.0008817501549020542	0.0021901899862476443	0.0	0.0017044470573222862
Bacteria;Verrucomicrobiota	0.0007864258138315619	0.0010186930168593694	0.0002920560747663551	0.0009388130850491738
Bacteria;Spirochaetota	0.000988990038606358	0.00045841185758671625	0.0	0.0021784109449199274
Bacteria;Fusobacteriota	0.0073042276345264764	0.0036876687210309175	0.0	0.12459781429730296
Bacteria;Acidobacteriota	0.001203469806014966	0.0003056079050578108	0.0006455976389572061	0.0
Bacteria;Planctomycetota	0.0008460035270006196	0.0	0.004257870142646335	3.645876058443393e-05
Bacteria;Elusimicrobiota	0.0	0.0	0.0	0.00038281698613655627
Bacteria;Thermodesulfobacteriota	0.0006196082169582003	3.0560790505781086e-05	0.0	0.00421098684750212
Bacteria;Abditibacteriota	0.00030980410847910016	0.0	7.685686178061978e-05	2.7344070438325448e-05
Archaea;Methanobacteriota	0.002132882131452266	0.0008964498548362451	0.0	0.0006015695496431599
Bacteria;	0.0003574662790143463	0.0020577598940559262	0.00866945400885391	0.0005924548594970514
Archaea;Halobacteriota	0.0	4.074772067437478e-05	0.0	0.0
Bacteria;Chloroflexota	0.0012868786044516467	0.0	0.0009530250860796852	0.00018229380292216965
Bacteria;Myxococcota	0.0007864258138315619	0.0003056079050578108	0.00024594195769798326	0.00030078477482157996
;	0.0	0.0	0.0	1.8229380292216965e-05
Bacteria;Candidatus Eremiobacterota	0.0	0.0	0.00033817019183472703	0.0
Bacteria;Sumerlaeota	0.00040512844954959247	0.0	0.0	0.00014583504233773572
Bacteria;Armatimonadota	0.0	0.0	0.00010759960649286768	0.0
Bacteria;Gemmatimonadota	0.00026214193794385396	0.0	0.0	4.5573450730542413e-05
Bacteria;Chlamydiota	0.0	0.0	0.0014602803738317756	0.0
Bacteria;Deinococcota	0.00039321290691578096	0.00012224316202312434	0.00043039842597147074	0.0014036622825007064
Bacteria;Campylobacterota	0.0	6.112158101156217e-05	0.0	1.8229380292216965e-05
Bacteria;Dependentiae	0.0	0.0	0.0003689129365469749	0.0
Archaea;Nanoarchaeota	0.0	0.0	0.00012297097884899163	0.0
Bacteria;Nitrospirota	0.0	0.0	0.0003074274471224791	0.0
