# Constructed from biom file
#OTU ID	sample1	sample2	sample3	sample4
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;[Acetivibrio] ethanolgignens group	0.0	0.0002037386033718739	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Microbacteriaceae;Microbacterium	0.022293980267861398	0.0023022462181021748	0.0	0.0019231996208288898
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Brevibacteriaceae;Brevibacterium	0.07328058719794099	0.007691132277288239	0.0018445646827348746	0.008367285554127588
Bacteria;Actinomycetota;Actinobacteria;Micrococcales;Intrasporangiaceae;Aquipuribacter	0.0	0.0	0.0004150270536153468	0.0
Bacteria;Bacillota;Bacilli;Acholeplasmatales;Acholeplasmataceae;Acholeplasma	0.0014179495734235738	0.0007742066928131207	0.0	0.0024883104098876157
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Blautia	0.011951289261712978	0.021606478887587224	0.0	0.006298250890960962
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides	0.016002573757208902	0.012091886110120716	0.0	0.007346440257763437
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Leyella	8.340879843668081e-05	0.0	0.0	0.0006106842397892683
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Caecibacterium	0.0	0.00013243009219171802	0.0	0.0
Bacteria;Patescibacteria;Parcubacteria;;;	0.0	0.0	0.00021519921298573537	0.0
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium	0.013154759067727945	0.018906942392909895	0.000691711756025578	0.01917730806741225
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;	0.003324436394833421	0.009300667243926043	0.0	0.008458432455588673
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Lachnospiraceae NK3A20 group	0.0014060340307897622	0.0016095349666378038	0.0	0.00019140849306827814
Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;[Eubacterium] brachy group	0.00025022639531004244	0.0004889726480924974	0.0	0.00012760566204551876
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;Saccharimonadaceae;TM7a	0.0030384633716219436	0.0009270106453420262	0.0	0.0031445681004074267
Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Intestinimonas	0.003967875697059244	0.01103244537258697	0.0008454254795868175	0.0009570424653413907
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella	7.149325580286926e-05	0.0001731778128660928	0.0	0.0003645876058443393
Bacteria;Bacillota;Clostridia;Clostridia vadinBB60 group;;	0.0006672703874934465	0.0027097234248459226	0.0	0.005341208425619571
Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;	0.0013702874028883275	0.0031783222126012325	0.0	0.0012213684795785366
Bacteria;Bdellovibrionota;Bdellovibrionia;Bdellovibrionales;Pseudobdellovibrionaceae;Bdellovibrio	0.0	0.0	0.0001383423512051156	0.0002096378733604951
Bacteria;Bacillota;Clostridia;Peptostreptococcales-Tissierellales;Anaerovoracaceae;Family XIII AD3011 group	0.0	0.0001528039525289054	0.0	0.00102084529636415
Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;;	0.000548114961155331	0.00026486018438343605	0.0015678799803246434	0.0
Bacteria;Bacillota;Bacilli;Lactobacillales;Aerococcaceae;	0.00517134550307421	0.010380481841796975	0.0003996556812592228	0.0034635822555212237
Bacteria;Bacteroidota;Bacteroidia;Sphingobacteriales;Sphingobacteriaceae;	0.005719460464229541	0.000601028879947028	0.0009222823413674373	0.007701913173461668
Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Massiliomicrobiota	0.0	0.000499159578261091	0.0	0.0
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;Aminobacter	0.00033363519374672324	0.0	0.002090506640432858	0.0
Bacteria;Bacillota;Negativicutes;Acidaminococcales;Acidaminococcaceae;Succiniclasticum	0.0	0.0005093465084296847	0.0	0.00024609663394492906
Bacteria;Bacillota;Clostridia;Oscillospirales;Oscillospiraceae;Oscillospira	0.00011915542633811544	0.0031681352824326388	0.0	0.0002552113240910375
Eukaryota;;;;;	0.0	0.0	0.0008300541072306936	9.114690146108483e-05
Bacteria;Bacillota;Bacilli;Erysipelotrichales;Erysipelatoclostridiaceae;Longibaculum	0.0	9.168237151734325e-05	0.0	0.00019140849306827814
Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Edaphocola	0.0012749630618178352	0.0	0.0	0.0
Bacteria;Bacillota;Bacilli;Bacillales;Sporolactobacillaceae;	0.0	0.00021392553354046757	0.0	0.0
Bacteria;Actinomycetota;Actinobacteria;Actinomycetales;Actinomycetaceae;Schaalia	0.0	5.093465084296847e-05	0.0016139940973930152	0.0
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;[Ruminococcus] gauvreauii group	0.0018469091082407893	0.0059389802882901235	0.0	0.001394547592354598
Bacteria;Bacteroidota;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas	0.0017635003098041085	0.0002444863240462487	0.0	0.0005559960989126175
Bacteria;Bacillota;Clostridia;Christensenellales;Christensenellaceae;Christensenellaceae R-7 group	0.002788236976311901	0.00347374318749045	0.0	0.0016679882967378524
Bacteria;Bacillota;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus	5.957771316905772e-05	0.0001528039525289054	0.002367191342843089	0.0005013079580359665
Bacteria;Pseudomonadota;Alphaproteobacteria;Hyphomicrobiales;Rhizobiaceae;	0.0005719460464229541	0.001629908826974991	0.0003842843089030989	0.0006197989299353768
Bacteria;Bacillota;Bacilli;Erysipelotrichales;;	0.0	0.0	0.0	6.380283102275938e-05
Bacteria;Bacillota;Clostridia;Clostridiales;Clostridiaceae;Clostridium	0.0011915542633811544	0.0007843936229817145	0.00021519921298573537	0.0005559960989126175
Bacteria;Bacillota;Clostridia;Lachnospirales;Lachnospiraceae;Butyrivibrio	0.0	0.0	0.0	9.114690146108483e-05
Bacteria;Pseudomonadota;Gammaproteobacteria;Gammaproteobacteria Incertae Sedis;Unknown Family;Acidibacter	0.0	6.112158101156217e-05	0.0001383423512051156	7.291752116886786e-05
Bacteria;Bacillota;Bacilli;Mycoplasmatales;Mycoplasmataceae;Mycoplasmopsis	0.004146608836566417	0.000499159578261091	0.04150270536153468	0.0006289136200814853
